NAMES,MEANING,GENDER
nagkumar,The son of serpents.,Boy
nagpal,The person who is the protector of the serpents.,Boy
nagulan,A wise or a clever person,Boy
nagur,"A state, a region",Boy
nahul,A Boy with lot of powers,Boy
naidhrua,"One who is almost perfect, Goddess Parvati",Girl
naidhruv,"Lasting forever, close to perfection",Girl
nailadi,One who desires new experiences and is charming,Girl
naimesh,A saint who can see what inside the others,Boy
naimish,One who can read others mind,Boy
nainshi,A lady with beautiful eyes,Girl
naintaar,The one who is possessing intelligent and clear eyes.,Boy
naipaul,One who protects the eyes,Boy
nairuthi,The rise of the new era,Girl
naisha,A special or lovely flower,Girl
naishal,"The mountain, as strong as mountain",Boy
naishi,A lovely or a beautiful flower,Girl
naivadya,The holy curd or sugar,Boy
naivaidya,The Holy food or prasad,Boy
naivedhya,Prasad of Goddess Durga,Boy
naiya,A small boat to carry passengers,Girl
naiyah,A small man-rowed boat,Girl
najani,One who has congenial nature and is adorable,Girl
najur,"The master of the landside, the one who has a big mind.",Boy
nakadhipa,The King of the Paradise,Boy
nakanatha,The master or the ruler of the paradise.,Boy
nakarasan,A practical individual; materiaistic,Boy
nakesh,The characteristic parts of a human face.,Boy
nakhraj,Resembling the moon that is shining in the dark sky.,Boy
nakkan,Melody or poetess or exciting or matriarch.,Boy
nakkina,"A unique, tidy and cool individual",Boy
naksatraraja,The ruler or monarch of the star planet.,Boy
naksh,A drawing or a sketch,Boy
naksha,"The map, illustration or drawing of the boundaries",Girl
nakshita,The one with pretty and attractive features by her own.,Girl
nakti,The night or the time of dusk,Girl
nal,An ancient Indian King,Boy
nalak,One who is a worshipper of Lord Buddha,Boy
nalaka,Name of a Goddess in Nainital; powerful,Girl
nalakini,A lake full of Lotus flowers,Girl
nalan,An honest king,Boy
nalankilli,A King or the praised emperor,Boy
nalisha,"The Goddess of Lotus, Goddess Lakshmi",Boy
nalitz,One who has individuality and has self confidence,Girl
nalliah,A sensitive and confident individual; quick tempered,Boy
namacharya,another name for Haaridas Thakur.,Boy
namana,Flexible or bending to downwards.,Girl
namasri,"The respectful name, a holy name",Girl
namasthetu,Defeater or overcomer of all demon or evil powers and authorities.,Boy
namasyu,Bending down or the event of bowing down to worship.,Boy
namikumar,Namikumar is a variation of Naminath. It's the name of the 21st Tirthankara.,Boy
naminath,Naminath is the name of the 21st Tirthankara.,Boy
nanak,Name of the first Sikh Guru,Girl
nandivardhan,Nandivardhan is the name of Lord Mahavir's brother.,Boy
nangopan,A person who is confident and desirable,Boy
nanoq,Greenly bushes or green pastures.,Boy
nanthan,Father of Lord Krishna,Boy
naotau,New born baby Boy.,Boy
narad,The person who reduces the intensity and calms pacifies. Consoler.,Boy
naradar,"The bold combatant, valiant fighter, noble wrestler.",Boy
narahari,A person marked by the exercise of good judgment or common sense in practical matters.,Boy
narain,A Godly Person; The God Vishnu; A variant of name Narayan,Girl
naraindas,The person who is having intentionally contemptuous behavior or attitude.,Boy
narashimareddy,"The defender of the mint plant, this plant is always under his protection.",Boy
narayana,"Devoted to defaces, from the God defaces, engaged in war, disposed to warfare",Boy
narayani,"Present in great quantity, existing in great number or quantity",Girl
nardev,The business person engaged in retail trade. Dealer.,Boy
narikera,An individual who appreciates life and is lucky,Boy
narinder,King of Men; A variant form of Narendra,Girl
nasamad,"A dependable, beautiful and smart individual",Boy
nashal,bravery or courage,Boy
nasheet,A dynamic or a lively person,Boy
nashema,A blossom or a wise girl,Girl
nashier,"One who announce, an announcer",Boy
nashir,A helper or an assister,Boy
nashira,The exposer or the announcer,Boy
nataraj,Who has excellent talent in dancing.,Boy
nataraja,The dancing hero.,Boy
natarajan,Another name for Lord Shiva.,Boy
natavara,The ever best dancer.,Boy
natawar,Referring to Lord Krishna.,Boy
natesa,The Master of dance.,Girl
natesan,The king of dance or Lord Shiva.,Boy
natesh,The ruler or Shiva the Lord.,Boy
nateshwar,The king of drama.,Boy
nateshwara,The dancing super star.,Boy
natko,The upright and moral ruler or monarch.,Boy
natraaj,The dancing king.,Boy
natraj,The one who is expert in dancing.,Boy
nattarasan,"Monarch, sovereign, ruler, master.",Boy
natwar,"One of the main Gods, God Krishna.",Boy
natwara,"One of the main Gods, God Shiva.",Boy
naueshwara,The best artist among actors.,Boy
nauhar,Who is the owner of nine crowns.,Boy
nauka,Resembles the transportation that helps to travel by sea.,Girl
nausheen,Attractive one or fine looking one.,Girl
navashen,One who brings hope to humanity,Boy
navjeet,The stronghold which is on the top of the peak of the sea.,Boy
navjeev,The diurnal birds of prey having long pointed powerful wings adapted for swift flight. Falcon.,Boy
navjeevan,The Castle that is in the middle of the ocean.,Boy
navkiran,New ray of Sunshine; New Radiance;,Girl
nayakan,The twinkling ocean.,Boy
nayan,The one who is extremely happy and blissful.,Boy
nayana,"The person is from Merion, Wales.",Girl
nayanish,The boundary of the multitude.,Unisex
ndrajit,The king who wins the world,Boy
neam,One of the trees name.,Boy
nediyavan,A proud and vigilant person,Boy
nedumaan,The son of the ruler or king or monarch.,Boy
nedumaaran,The one who is brave and appreciated.,Boy
nedumaran,The one who has a good height and handsome outfit.,Boy
nedungo,One of the kings name.,Boy
neeha,"The dew droplets, rain",Girl
neehal,"Fresh, newly born or original.",Girl
neehar,Covering with morning dew drops.,Boy
neeharika,The one who has nice and good looking.,Girl
neel,"Sky blue color, bluish image.",Boy
neelabh,"Elements in the sky, cloud, moon or star.",Boy
neelabja,"The lotus flower that grows in the water shore , blue in color.",Girl
neeladri,Its a mountain range particularly blue colored appearance,Boy
neelaj,Sapphire lotus color.,Boy
neelaja,River which flows from the sapphire peak.,Girl
neelakantha,"Lord Shiva, who has blue color throat.",Boy
neelakshi,The person has bluish eyes.,Boy
neelamani,The jewel or ornament or accessory which reflects blue color.,Boy
neelambaran,Reflects bright greenish color.,Boy
neelambari,Lotus floret which reflects blue color.,Girl
neelamber,The God of blue heavens.,Boy
neelambuj,Holy blue color lotus flower.,Boy
neelamjeet,The one who protects Sapphire.,Boy
neelampaul,The person who guards blue color.,Boy
neelan,"Lord Krishna, who is in blue color image.",Boy
neelanchal,Resembles as blue color peak.,Boy
neelanjan,Shining in blue color.,Boy
neelanjana,Pretty blue color image.,Girl
neelavan,A collection of lot of colors.,Boy
neelavannan,One of the names of Lord Krishna,Boy
neelavathi,Reflects the blue color.,Girl
neelaya,The Blue colored Land or land of Blue sky,Boy
neelesh,Another name for Lord Krishna,Boy
neeleshbabu,One of Lord Shiva's names.,Boy
neelgreev,Resembles Lord Shiva.,Boy
neelinder,The king of blue or the blue king,Boy
neelkamal,"One of the rainbow colors, blue.",Boy
neelkamala,The one who looks like the blue Lotus.,Girl
neelkant,"The multicolor bird peacock, which is the most beautiful among the birds.",Boy
neelkanta,The great God Shiva.,Boy
neelkanth,The Lord Shiva of the world.,Boy
neelma,The blue-colored sky,Girl
neelmadhav,Resembles Lord Jegannath,Boy
neelmani,Peaceful color of blue.,Boy
neemit,The one who is truthful always.,Boy
neena,Dearest one or beloved one.,Girl
neepa,Resembles a beautiful flower.,Girl
neera,Unpolluted water or clean water or sugary.,Girl
neerad,The collection of water droplets.,Boy
neerada,The group of dew drops.,Boy
neeradh,Resembles cloudy sky.,Boy
neeraj,Lotus which is blooming in the water.,Boy
neeraja,The one who was born in the water shore.,Boy
neerajaksh,Resembles Lord Vishnu.,Boy
neerav,The person who is very calm and peaceful.,Boy
neerava,A cool and calm person,Boy
neeshad,"Blissful, most happy, contented.",Girl
neeshal,One who has no end,Boy
neeshika,"Dark period, period after sunset and before sunrise.",Unisex
neeshlin,One who is born lucky and ambitious,Boy
neetal,"Never ending, limitless, unlimited.",Girl
neeteepa,One who is responsible to spread light,Boy
neethi,The one has decency and good moralities.,Girl
neethimaran,Resembles the beautiful lotus.,Boy
neeti,The one who is reliable and upright.,Girl
neetipal,The guardian of rules and regulations.,Boy
neetu,Gorgeous or pretty or stunning or good looking.,Girl
neev,"Groundwork, elementary, basis, rudimentary.",Boy
neeva,Another name of river Narmada.,Girl
neha,The shower of rain or affection or adoration.,Girl
nehal,The person who is smart looking and fetching.,Unisex
neharika,The collection of dew droplets.,Girl
nehchalbir,"Steady combatant, sturdy fighter.",Boy
nehchalpreet,The one who likes to be a truthful person to others.,Boy
nehru,The one who abides in seaway or water way.,Boy
nehshal,"A limitless person, unending",Girl
nek,The one who is rich in knowledge and wisdom.,Unisex
nelam,A heavenly damsel from Hindu mythology,Girl
nemdas,Nemdas is a variation of Neminath. It's the name of 22nd Tirthankara.,Boy
nemendra,Nemendra is a variation of Neminath. It's the name of 22nd Tirthankara.,Boy
nemidas,Nemidas is derived from the name Neminath.,Boy
nemikumar,Nemikumar is a variation of Neminath. It's the name of 22nd Tirthankara.,Boy
nemil,"Fresh, new one, or newly born.",Boy
nemish,Nemish is a variation of the name Neminath.,Boy
neor,"Droplets , dewdrops, condensation, precipitation.",Boy
nerivaanan,The one who is truthful and frank.,Boy
nesamani,"Lively, exciting, interesting",Boy
nesan,The one who is remarkable.,Boy
nesar,The big sources of the earth sun and moon.,Boy
nesayem,"Blossom, floret, bud, bloom.",Unisex
nesham,"Cheerfulness, glad, blissful, content.",Unisex
neshu,"Strong, well, hale and hearty, vigorous.",Boy
netar,"Spearhead, front-runner, lead, groundbreaker.",Boy
nethaji,The respected leader of a country,Boy
netik,"Old-fashioned, customary, outmoded, cultural.",Boy
netra,The one who has shining eyes.,Girl
netrapal,The one who has the blessing eyes.,Boy
netrapala,Who has a blessed eyes,Boy
netravati,The one who has nice looking eyes.,Girl
neyan,"Affection, dearest, darling, adoration, care.",Boy
nibaal,The mark to indicate the direction.,Unisex
nibhish,Another name of Lord Ganesh.,Boy
nibhiv,Name of Lord Ganesha,Boy
nibodh,"Awareness, understanding, intelligence, acquaintance.",Boy
nichay,The one who keeps the promises.,Boy
nidaan,"Well-mannered and lenient, Gracious and easy , Gracious and forgiving.",Boy
nidarr,A fearless or one without fear,Boy
nidarshan,A representative form or pattern.,Boy
nidat,The name of the God.,Boy
nideeshwaram,Announcer of fortune things,Boy
nidesh,Another name of Lord Kuber.,Boy
nidhaan,"Money, paragon, money, ideal.",Boy
nidheesh,Supporter of capital and assets.,Boy
nidhi,The possession that is highly valued.,Boy
nidhin,Obviously contrived to charm.,Boy
nidhipa,The precious thing from God.,Girl
nidhish,The master of precious things.,Boy
nidhisha,The excellent knowledge and skills.,Boy
nidish,"Lord Ganesha, the one who provides treasures.",Boy
nidra,Spirit of sleep.,Girl
nidvith,"A unique person, one of its kind",Boy
nieraj,Large pink or white lotus floras.,Boy
nigam,The numerous collection of precious properties.,Boy
nigarvi,The person who is meek and gentle.,Boy
nigna,The master of all wealth.,Boy
nigun,Another name for God Eshwar.,Boy
nihaal,"Satisfied, comfortable, cheerful",Boy
nihaar,Droplets of water suspended in the air.,Boy
nihar,"Fog, haze, vapour, spray, smog.",Boy
nihara,"Steep descent of water of a river, waterfall.",Unisex
nihari,"Descent, attractive girl",Girl
niharika,The one who looks very attractive.,Girl
nihchal,The person who is steady and balanced.,Boy
nihchalbir,The one who is firm and bold.,Boy
nihchaljot,"Steady brightness, strong nimble.",Boy
nihchalmeet,"Strong mate, steady buddy.",Boy
nihchalpreet,"Strong affection, firm relationship.",Boy
nihchalprem,"True love, firm friendship.",Boy
nihchaltek,"Solid provision, strong care.",Boy
nihir,Wind,Boy
nihla,"Talented, skilful, precious.",Girl
niilalohita,"Happy, cheer, glad, joy, bliss.",Boy
niiradi,One with a sharp personality and individuality,Boy
niirran,A relevant and trustworthy individual,Boy
nij,"By his own, gratitude, grateful.",Unisex
niju,"Scholar, obfuscator, doctrinaire, obscurantist.",Girl
nikara,"Assembly, gathering, group, crew.",Girl
nikash,"Distance, skyline, possibility, perspective.",Boy
nikat,"Miasma, haze, condensation, precipitation, mist.",Boy
nikesh,Another name for Lord Sri Maha Vishnu.,Boy
niket,"Family, tower, homemade, castle, household.",Boy
niketan,"Dwelling, residence, domicile, house, home.",Boy
niketana,A mansion or a house,Boy
nikethan,"Uniqueness, creativity, innovation, freshness.",Boy
nikhael,"The sea of affection, the ocean of adoration.",Boy
nikhilesh,The master of the world.,Boy
nikhit,"High-pitched, piercing, harsh, severe.",Girl
nikhita,"Ecosphere, domain, ecosphere, universe.",Girl
nikhlesh,The Lord of the world,Boy
nikil,The winning person on behalf of people.,Boy
nikilan,"Gorgeous, stunning, fine-looking, handsome.",Boy
nikshan,The person who is occurring by chance.,Boy
nikshay,The person who is greatly pleasing or entertaining.,Boy
nikshep,The person who is dearly to everyone.,Boy
nikshit,"A tiny falcon, a baby falcon. A person with the qualities of a falcon",Boy
nikshith,One who has a sharp personality,Boy
nikul,The much dearest person.,Boy
nikumbh,The strength of the Moon.,Boy
nikumbha,"Delightful, ingenious, brilliant, delicate.",Boy
nikunj,The sweet smelling cologne.,Boy
nikunja,Who can resemble as God,Boy
nilabh,Who is like unto the most high God.,Boy
niladevan,Who can be same to God.,Boy
niladri,Who will be in God's image,Boy
nilagagan,Who can reach God's place,Boy
nilagala,One of the four archangels of the God,Boy
nilagriva,The one who is nearer to God.,Boy
nilagrivah,"A humble person, down to earth",Boy
nilah,Leader of the heaven's army.,Girl
nilakantha,The one who's throat appears as blue color.,Boy
nilakshi,The one who has blue kind of eyes.,Girl
nilamegh,"The cloud which resembles as sapphire, blue shaded color.",Boy
nilani,The charming and fascinating Moon.,Girl
nilaratan,The jewel or diamond or gem stone which resembles blue color.,Boy
nilaruna,The first nimble of the sunset evening.,Girl
nilasha,The sapphire or full of blue colors.,Girl
nilashri,Loveliness or attractiveness of blue color.,Girl
nilav,An attractive person,Boy
nilavan,Attractive and good looking as the glittering moon.,Boy
nilavany,"A Gorgeous Girl, good looking",Girl
nilax,One of the good names of Lord Shiva.,Boy
nilay,Household or manor or residence or home-grown or grange.,Boy
nilaya,House or patch or habitation or domestic or homestead.,Girl
nilayan,The one who has pretty bluish eyes.,Boy
nilesh,"The Lord of blue or sapphire or Lord Krishna,",Boy
nilidan,A person who has diligent and punctual personality,Boy
nilikey,"An independent, charming natured person",Boy
nilima,"The goddess blue, lover of blue.",Girl
nilini,The winner or champion of the Kuru race.,Girl
nilotpal,Look a lot like blue lotus flowers.,Boy
nilshikha,The top or peak or uppermost part of the blue hills.,Girl
nimai,A person who is filled with joy,Boy
nimal,"An independent, justified and adventerous being",Boy
nimalan,A name given to Lord Murugan,Boy
nimansh,Name given to the blue god; Krishna,Boy
nimay,The natural stream of water.,Unisex
nimayak,The most loving angel of the God,Boy
nimeesh,One who can peek inside soul and split second,Boy
